epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,373.716,1.55917,2.70659,1.55346,1.30257,0,0.38976,0.41946,0.38117,0.19664,0.35056,0.33461,0.29886,0.12775,1.36544,2.26357,1.35577,1.21274,0,0.000415606,0.000415606,0.000415606
2,745.218,1.5098,2.5081,1.32843,1.25347,0,0.4795,0.44745,0.40849,0.20443,0.39356,0.34558,0.30503,0.12896,1.41198,2.19615,1.23285,1.19602,0,0.000815794,0.000815794,0.000815794
3,1114.25,1.49227,2.50182,1.31205,1.25262,0,0.4399,0.49546,0.43477,0.22705,0.4118,0.40553,0.36763,0.16534,1.32426,2.17638,1.29104,1.19306,0,0.00119948,0.00119948,0.00119948
4,1482.49,1.45566,2.3945,1.24547,1.22957,0,0.51235,0.47664,0.49127,0.25634,0.40995,0.41433,0.39253,0.18545,1.29707,2.01305,1.21521,1.16123,0,0.00117575,0.00117575,0.00117575
5,1851.96,1.40114,2.34026,1.16716,1.19975,0,0.59223,0.55697,0.57265,0.30467,0.53769,0.49322,0.47173,0.20654,1.24985,1.90284,1.09481,1.13599,0,0.001151,0.001151,0.001151
6,2222.25,1.3873,2.27999,1.14298,1.18934,0,0.62279,0.52697,0.56411,0.31179,0.55537,0.46089,0.46084,0.20977,1.2199,1.86714,1.06074,1.12773,0,0.00112625,0.00112625,0.00112625
7,2591.66,1.36804,2.2331,1.11252,1.18426,0,0.63118,0.57346,0.61176,0.33788,0.56169,0.51709,0.50663,0.22853,1.21701,1.84667,1.07902,1.12953,0,0.0011015,0.0011015,0.0011015
8,2962.23,1.33944,2.17233,1.09189,1.16183,0,0.67111,0.58592,0.64136,0.35963,0.5747,0.5242,0.51915,0.23927,1.16693,1.74481,0.96352,1.10408,0,0.00107675,0.00107675,0.00107675
9,3330.78,1.31162,2.1427,1.03991,1.147,0,0.60619,0.61028,0.61539,0.3513,0.53046,0.52228,0.49711,0.2245,1.18349,1.74814,0.96459,1.12085,0,0.001052,0.001052,0.001052
10,3699.17,1.30055,2.11686,1.0255,1.14042,0,0.66927,0.64361,0.66909,0.37311,0.58436,0.55604,0.54087,0.24568,1.15184,1.72949,0.99181,1.09701,0,0.00102725,0.00102725,0.00102725
