epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,76.8514,1.85644,2.91078,2.42009,0.00546,4.18049,0.30668,0.18731,0.16942,0.08841,0.2725,0.15041,0.12441,0.05602,1.93722,nan,nan,0.00679,0,0.000408333,0.000408333,0.000408333
2,148.42,1.84189,2.50346,1.49416,0.00503,2.21329,0.20327,0.18162,0.15705,0.08309,0.18051,0.13789,0.12449,0.05537,nan,nan,nan,nan,0,0.00082495,0.00082495,0.00082495
3,216.117,1.86186,2.48205,1.47642,0.00529,2.07707,0.0557,0.00372,0.02047,0.01062,0.02529,0.0022,0.01085,0.00575,nan,nan,nan,nan,0,0.00124136,0.00124136,0.00124136
4,285.886,1.87453,2.48804,1.48288,0.00556,2.07461,0.23975,0.19642,0.17744,0.08623,0.18735,0.17145,0.1463,0.06712,2.10843,2.89293,2.54553,0.00832,0,0.00124931,0.00124931,0.00124931
5,356.459,1.8989,2.46784,1.42957,0.00552,1.95202,0.28419,0.28794,0.20249,0.10179,0.23337,0.22407,0.16155,0.07587,2.07598,2.59799,3.2309,0.00722,0,0.00124878,0.00124878,0.00124878
6,425.322,1.88294,2.45245,1.41512,0.00536,1.89948,0.32155,0.37103,0.28357,0.13323,0.29723,0.34466,0.25264,0.10526,1.92361,2.377,2.09482,0.00688,0,0.00124809,0.00124809,0.00124809
7,495.436,1.86048,2.42047,1.38286,0.0054,1.86699,0.4027,0.33762,0.31435,0.15864,0.36189,0.28909,0.26195,0.11311,1.95058,2.41525,1.80036,0.00675,0,0.00124725,0.00124725,0.00124725
8,565.334,1.84947,2.41968,1.38504,0.00528,1.92056,0.32182,0.37169,0.28091,0.14536,0.2593,0.35997,0.24496,0.11289,1.84297,2.37012,1.77332,0.00635,0,0.00124626,0.00124626,0.00124626
9,633.458,1.81661,2.36367,1.34361,0.00509,1.82348,0.32827,0.48009,0.34489,0.17985,0.30219,0.42489,0.2972,0.13233,1.84514,2.31592,2.80638,0.00607,0,0.00124512,0.00124512,0.00124512
10,704.363,1.81685,2.33652,1.34086,0.00515,1.7769,0.39255,0.40568,0.35613,0.17384,0.35521,0.34901,0.29486,0.12159,1.94567,2.45128,1.75888,0.00657,0,0.00124383,0.00124383,0.00124383
