epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
38,2241.26,1.37592,1.76233,1.07581,0.00448,1.44459,0.66373,0.58619,0.62945,0.36128,0.62722,0.54744,0.57398,0.2838,1.34519,1.67673,1.04865,0.00544,0,0.00114841,0.00114841,0.00114841
39,2300.1,1.38389,1.77233,1.06134,0.00428,1.42831,0.64016,0.5931,0.62657,0.35719,0.6078,0.55044,0.56604,0.2783,1.39355,1.70696,1.03302,0.00559,0,0.00114301,0.00114301,0.00114301
40,2358.62,1.3746,1.75614,1.05476,0.00438,1.43321,0.69109,0.59376,0.66092,0.37452,0.64204,0.54009,0.58092,0.29441,1.35008,1.65614,1.028,0.00547,0,0.00113748,0.00113748,0.00113748
41,2417.24,1.38409,1.7584,1.06012,0.00443,1.41152,0.66541,0.62288,0.65735,0.37953,0.61611,0.57393,0.58217,0.2924,1.336,1.65444,1.00436,0.00535,0,0.00113183,0.00113183,0.00113183
42,2475.75,1.36754,1.75162,1.06445,0.00433,1.41592,0.68469,0.58198,0.63684,0.35437,0.63258,0.53576,0.55948,0.26857,1.34188,1.72205,1.09729,0.00538,0,0.00112605,0.00112605,0.00112605
43,2534.16,1.35326,1.72927,1.0623,0.00431,1.43162,0.63716,0.60572,0.62031,0.35627,0.59406,0.56114,0.55289,0.2773,1.38477,1.67694,1.04043,0.00538,0,0.00112016,0.00112016,0.00112016
44,2592.38,1.3399,1.71962,1.04233,0.00431,1.42008,0.68123,0.60722,0.65779,0.38891,0.63694,0.55708,0.58593,0.29163,1.33001,1.69968,1.01028,0.00518,0,0.00111414,0.00111414,0.00111414
45,2650.93,1.34638,1.71212,1.02957,0.00427,1.35848,0.71301,0.5634,0.62927,0.35575,0.70405,0.53925,0.58475,0.29164,1.36905,1.67471,1.05002,0.00558,0,0.00110801,0.00110801,0.00110801
46,2709.27,1.35068,1.72379,1.03816,0.00433,1.35406,0.69367,0.60912,0.65854,0.38466,0.65417,0.55387,0.58017,0.28505,1.31648,1.64218,0.98597,0.00516,0,0.00110175,0.00110175,0.00110175
47,2767.67,1.34709,1.71489,1.01622,0.00435,1.35844,0.63855,0.65045,0.67319,0.38427,0.6074,0.57923,0.586,0.28857,1.34624,1.65653,1.01114,0.00554,0,0.00109538,0.00109538,0.00109538
48,2826.08,1.34305,1.70688,1.02926,0.00429,1.39387,0.68319,0.59752,0.65397,0.36557,0.62811,0.57734,0.58916,0.28374,1.36496,1.66191,1.07662,0.00529,0,0.0010889,0.0010889,0.0010889
49,2884.38,1.34502,1.72426,1.04648,0.00428,1.44698,0.69685,0.57392,0.63657,0.36186,0.65402,0.53219,0.56396,0.27469,1.37584,1.69855,1.12534,0.00534,0,0.0010823,0.0010823,0.0010823
50,2942.75,1.32361,1.6856,1.01983,0.00414,1.42376,0.66476,0.58234,0.65567,0.38121,0.63327,0.54999,0.5864,0.28011,1.31544,1.63286,0.96906,0.00519,0,0.00107559,0.00107559,0.00107559
51,3001.21,1.33707,1.70187,1.01928,0.00424,1.36231,0.70399,0.59665,0.66263,0.37382,0.65803,0.55971,0.59442,0.2958,1.33642,1.66491,1.01831,0.00539,0,0.00106877,0.00106877,0.00106877
52,3059.67,1.35024,1.73347,1.03478,0.00422,1.37437,0.69329,0.61988,0.66704,0.3818,0.64352,0.57782,0.59701,0.29816,1.32754,1.63833,0.99557,0.00527,0,0.00106185,0.00106185,0.00106185
53,3118.18,1.34651,1.71465,1.02253,0.0042,1.31921,0.68647,0.62505,0.6841,0.39702,0.64673,0.58671,0.61954,0.30143,1.2952,1.63506,1.02113,0.00511,0,0.00105481,0.00105481,0.00105481
54,3176.69,1.33391,1.6938,1.00238,0.0042,1.32931,0.67988,0.6259,0.68288,0.40199,0.6588,0.58536,0.61621,0.31291,1.29097,1.60665,0.96107,0.00511,0,0.00104768,0.00104768,0.00104768
55,3235.42,1.33114,1.68741,0.99915,0.00419,1.3741,0.65607,0.66097,0.67368,0.38846,0.61336,0.61441,0.60747,0.30511,1.31402,1.65685,0.98349,0.0052,0,0.00104044,0.00104044,0.00104044
56,3293.6,1.32171,1.68522,1.00224,0.00418,1.29744,0.69237,0.6184,0.68388,0.40088,0.65708,0.57605,0.61236,0.30747,1.32017,1.63663,0.98602,0.00534,0,0.0010331,0.0010331,0.0010331
57,3351.9,1.33301,1.68668,1.00743,0.00422,1.33116,0.72777,0.60896,0.69193,0.40056,0.68519,0.57085,0.61603,0.30385,1.31342,1.62699,0.95457,0.00523,0,0.00102566,0.00102566,0.00102566
58,3410.28,1.33651,1.69442,1.00213,0.00417,1.29846,0.66126,0.63472,0.67418,0.39538,0.62185,0.59322,0.60366,0.30239,1.33571,1.64193,0.99901,0.00523,0,0.00101812,0.00101812,0.00101812
59,3468.91,1.32433,1.68019,0.98508,0.00408,1.27418,0.6825,0.61031,0.65735,0.38672,0.65038,0.57721,0.59208,0.29123,1.30331,1.64505,1.00768,0.00525,0,0.00101049,0.00101049,0.00101049
